Treatment,Compound,log2FC
Oxanes,Other mixed metal/non-metal oxoanionic compounds,
Oxepanes,Other mixed metal/non-metal oxoanionic compounds,
Oxocins,Other mixed metal/non-metal oxoanionic compounds,
Peptidomimetics,Other mixed metal/non-metal oxoanionic compounds,
Perylenequinones,Other mixed metal/non-metal oxoanionic compounds,
Phenanthrenes and derivatives,Other mixed metal/non-metal oxoanionic compounds,
Phenol esters,Other mixed metal/non-metal oxoanionic compounds,
Phenol ethers,Other mixed metal/non-metal oxoanionic compounds,
Phenols,Other mixed metal/non-metal oxoanionic compounds,
Phenylpropanoic acids,Other mixed metal/non-metal oxoanionic compounds,
Piperidines,Other mixed metal/non-metal oxoanionic compounds,
Plumeran-type alkaloids,Other mixed metal/non-metal oxoanionic compounds,
Polycyclic hydrocarbons,Other mixed metal/non-metal oxoanionic compounds,
Prenol lipids,Other mixed metal/non-metal oxoanionic compounds,
Processing_1,Other mixed metal/non-metal oxoanionic compounds,
Processing_2,Other mixed metal/non-metal oxoanionic compounds,
Processing_3,Other mixed metal/non-metal oxoanionic compounds,
Processing_4,Other mixed metal/non-metal oxoanionic compounds,
Pteridines and derivatives,Other mixed metal/non-metal oxoanionic compounds,
Purine nucleosides,Other mixed metal/non-metal oxoanionic compounds,
Pyrans,Other mixed metal/non-metal oxoanionic compounds,
Pyridines and derivatives,Other mixed metal/non-metal oxoanionic compounds,
Pyridopyrimidines,Other mixed metal/non-metal oxoanionic compounds,
Pyrimidine nucleosides,Other mixed metal/non-metal oxoanionic compounds,
Pyrroles,Other mixed metal/non-metal oxoanionic compounds,
Pyrrolidines,Other mixed metal/non-metal oxoanionic compounds,
Pyrrolines,Other mixed metal/non-metal oxoanionic compounds,
Pyrrolizidines,Other mixed metal/non-metal oxoanionic compounds,
Pyrrolizines,Other mixed metal/non-metal oxoanionic compounds,
Quinolines and derivatives,Other mixed metal/non-metal oxoanionic compounds,
Quinolizidines,Other mixed metal/non-metal oxoanionic compounds,
Quinolizines,Other mixed metal/non-metal oxoanionic compounds,
Saccharolipids,Other mixed metal/non-metal oxoanionic compounds,
"Saxitoxins, gonyautoxins, and derivatives",Other mixed metal/non-metal oxoanionic compounds,
Sphingolipids,Other mixed metal/non-metal oxoanionic compounds,
Steroids and steroid derivatives,Other mixed metal/non-metal oxoanionic compounds,
Stilbenes,Other mixed metal/non-metal oxoanionic compounds,
Strychnos alkaloids,Other mixed metal/non-metal oxoanionic compounds,
Sulfoxides,Other mixed metal/non-metal oxoanionic compounds,
Tannins,Other mixed metal/non-metal oxoanionic compounds,
Tetrahydrofurans,Other mixed metal/non-metal oxoanionic compounds,
Tetrahydroisoquinolines,Other mixed metal/non-metal oxoanionic compounds,
Tetralins,Other mixed metal/non-metal oxoanionic compounds,
Tetrapyrroles and derivatives,Other mixed metal/non-metal oxoanionic compounds,
Thiazinanes,Other mixed metal/non-metal oxoanionic compounds,
Thiosulfinic acid esters,Other mixed metal/non-metal oxoanionic compounds,
Trithiolanes,Other mixed metal/non-metal oxoanionic compounds,
Tropane alkaloids,Other mixed metal/non-metal oxoanionic compounds,
Tropones,Other mixed metal/non-metal oxoanionic compounds,
Unclassified,Other mixed metal/non-metal oxoanionic compounds,
Unsaturated hydrocarbons,Other mixed metal/non-metal oxoanionic compounds,
Vinylogous acids,Other mixed metal/non-metal oxoanionic compounds,
2-arylbenzofuran flavonoids,Pyridopyrimidines,
5'-deoxyribonucleosides,Pyridopyrimidines,
Acenaphthylenes,Pyridopyrimidines,
Acyl halides,Pyridopyrimidines,
"Allyl-type 1,3-dipolar organic compounds",Pyridopyrimidines,
Amaryllidaceae alkaloids,Pyridopyrimidines,
Angucyclines,Pyridopyrimidines,
Anthracenes,Pyridopyrimidines,
Aporphines,Pyridopyrimidines,
Arylnaphthalene lignans,Pyridopyrimidines,
Aryltetralin lignans,Pyridopyrimidines,
Aspidofractine alkaloids,Pyridopyrimidines,
Aspidospermatan-type alkaloids,Pyridopyrimidines,
Azaphilones,Pyridopyrimidines,
Azaspirodecane derivatives,Pyridopyrimidines,
Azepanes,Pyridopyrimidines,
Azepines,Pyridopyrimidines,
Azetidines,Pyridopyrimidines,
Azoles,Pyridopyrimidines,
Azolidines,Pyridopyrimidines,
Benzazepines,Pyridopyrimidines,
Benzene and substituted derivatives,Pyridopyrimidines,
Benzodiazepines,Pyridopyrimidines,
Benzodioxoles,Pyridopyrimidines,
Benzofurans,Pyridopyrimidines,
Benzophenanthridine alkaloids,Pyridopyrimidines,
Benzopyrans,Pyridopyrimidines,
Benzothiazoles,Pyridopyrimidines,
Benzoxazines,Pyridopyrimidines,
Benzoxepines,Pyridopyrimidines,
Bi- and oligothiophenes,Pyridopyrimidines,
Carboximidic acids and derivatives,Pyridopyrimidines,
Carboxylic acids and derivatives,Pyridopyrimidines,
Cinnamic acids and derivatives,Pyridopyrimidines,
Coumarins and derivatives,Pyridopyrimidines,
Cycloheptapyrans,Pyridopyrimidines,
Daphniphylline-type alkaloids,Pyridopyrimidines,
Depsides and depsidones,Pyridopyrimidines,
Diarylheptanoids,Pyridopyrimidines,
Diazanaphthalenes,Pyridopyrimidines,
Diazines,Pyridopyrimidines,
Dibenzylbutane lignans,Pyridopyrimidines,
Dihydrofurans,Pyridopyrimidines,
Dihydroisoquinolines,Pyridopyrimidines,
Dioxanes,Pyridopyrimidines,
Ergoline and derivatives,Pyridopyrimidines,
Fatty Acyls,Pyridopyrimidines,
Flavonoids,Pyridopyrimidines,
Fluorenes,Pyridopyrimidines,
Furanoid lignans,Pyridopyrimidines,
Furans,Pyridopyrimidines,
Furofurans,Pyridopyrimidines,
Furopyrans,Pyridopyrimidines,
Gelsemium alkaloids,Pyridopyrimidines,
Glycerolipids,Pyridopyrimidines,
Glycerophospholipids,Pyridopyrimidines,
Harmala alkaloids,Pyridopyrimidines,
Heteroaromatic compounds,Pyridopyrimidines,
Hydroxy acids and derivatives,Pyridopyrimidines,
Imidazodiazepines,Pyridopyrimidines,
Imidazopyrimidines,Pyridopyrimidines,
Indanes,Pyridopyrimidines,
Indoles and derivatives,Pyridopyrimidines,
Indolizidines,Pyridopyrimidines,
Indolonaphthyridine alkaloids,Pyridopyrimidines,
Isobenzofurans,Pyridopyrimidines,
Isocoumarans,Pyridopyrimidines,
Isocoumarins and derivatives,Pyridopyrimidines,
Isoflavonoids,Pyridopyrimidines,
Isoindoles and derivatives,Pyridopyrimidines,
Isoquinolines and derivatives,Pyridopyrimidines,
Keto acids and derivatives,Pyridopyrimidines,
Lactams,Pyridopyrimidines,
Lactones,Pyridopyrimidines,
"Linear 1,3-diarylpropanoids",Pyridopyrimidines,
Lupin alkaloids,Pyridopyrimidines,
Macrolactams,Pyridopyrimidines,
Macrolide lactams,Pyridopyrimidines,
Macrolides and analogues,Pyridopyrimidines,
Naphthacenes,Pyridopyrimidines,
Naphthalenes,Pyridopyrimidines,
Naphthofurans,Pyridopyrimidines,
Naphthopyrans,Pyridopyrimidines,
Neoflavonoids,Pyridopyrimidines,
Organic carbonic acids and derivatives,Pyridopyrimidines,
Organic oxides,Pyridopyrimidines,
Organic phosphonic acids and derivatives,Pyridopyrimidines,
Organic phosphoric acids and derivatives,Pyridopyrimidines,
Organic sulfonic acids and derivatives,Pyridopyrimidines,
Organic sulfuric acids and derivatives,Pyridopyrimidines,
Organochlorides,Pyridopyrimidines,
Organonitrogen compounds,Pyridopyrimidines,
Organooxygen compounds,Pyridopyrimidines,
Other mixed metal/non-metal oxoanionic compounds,Pyridopyrimidines,
Oxanes,Pyridopyrimidines,
Oxepanes,Pyridopyrimidines,
Oxocins,Pyridopyrimidines,
Peptidomimetics,Pyridopyrimidines,
Perylenequinones,Pyridopyrimidines,
Phenanthrenes and derivatives,Pyridopyrimidines,
Phenol esters,Pyridopyrimidines,
Phenol ethers,Pyridopyrimidines,
Phenols,Pyridopyrimidines,
Phenylpropanoic acids,Pyridopyrimidines,
Piperidines,Pyridopyrimidines,
Plumeran-type alkaloids,Pyridopyrimidines,
Polycyclic hydrocarbons,Pyridopyrimidines,
Prenol lipids,Pyridopyrimidines,
Processing_1,Pyridopyrimidines,
Processing_2,Pyridopyrimidines,
Processing_3,Pyridopyrimidines,
Processing_4,Pyridopyrimidines,
Pteridines and derivatives,Pyridopyrimidines,
Purine nucleosides,Pyridopyrimidines,
Pyrans,Pyridopyrimidines,
Pyridines and derivatives,Pyridopyrimidines,
Pyridopyrimidines,Pyridopyrimidines,
Pyrimidine nucleosides,Pyridopyrimidines,
Pyrroles,Pyridopyrimidines,
Pyrrolidines,Pyridopyrimidines,
Pyrrolines,Pyridopyrimidines,
Pyrrolizidines,Pyridopyrimidines,
Pyrrolizines,Pyridopyrimidines,
Quinolines and derivatives,Pyridopyrimidines,
Quinolizidines,Pyridopyrimidines,
Quinolizines,Pyridopyrimidines,
Saccharolipids,Pyridopyrimidines,
"Saxitoxins, gonyautoxins, and derivatives",Pyridopyrimidines,
Sphingolipids,Pyridopyrimidines,
Steroids and steroid derivatives,Pyridopyrimidines,
Stilbenes,Pyridopyrimidines,
Strychnos alkaloids,Pyridopyrimidines,
Sulfoxides,Pyridopyrimidines,
Tannins,Pyridopyrimidines,
Tetrahydrofurans,Pyridopyrimidines,
Tetrahydroisoquinolines,Pyridopyrimidines,
Tetralins,Pyridopyrimidines,
Tetrapyrroles and derivatives,Pyridopyrimidines,
Thiazinanes,Pyridopyrimidines,
Thiosulfinic acid esters,Pyridopyrimidines,
Trithiolanes,Pyridopyrimidines,
Tropane alkaloids,Pyridopyrimidines,
Tropones,Pyridopyrimidines,
Unclassified,Pyridopyrimidines,
Unsaturated hydrocarbons,Pyridopyrimidines,
Vinylogous acids,Pyridopyrimidines,
2-arylbenzofuran flavonoids,Pyrrolines,
5'-deoxyribonucleosides,Pyrrolines,
Acenaphthylenes,Pyrrolines,
Acyl halides,Pyrrolines,
"Allyl-type 1,3-dipolar organic compounds",Pyrrolines,
Amaryllidaceae alkaloids,Pyrrolines,
Angucyclines,Pyrrolines,
Anthracenes,Pyrrolines,
Aporphines,Pyrrolines,
Arylnaphthalene lignans,Pyrrolines,
Aryltetralin lignans,Pyrrolines,
Aspidofractine alkaloids,Pyrrolines,
Aspidospermatan-type alkaloids,Pyrrolines,
Azaphilones,Pyrrolines,
Azaspirodecane derivatives,Pyrrolines,
Azepanes,Pyrrolines,
Azepines,Pyrrolines,
Azetidines,Pyrrolines,
Azoles,Pyrrolines,
Azolidines,Pyrrolines,
Benzazepines,Pyrrolines,
Benzene and substituted derivatives,Pyrrolines,
Benzodiazepines,Pyrrolines,
Benzodioxoles,Pyrrolines,
Benzofurans,Pyrrolines,
Benzophenanthridine alkaloids,Pyrrolines,
Benzopyrans,Pyrrolines,
Benzothiazoles,Pyrrolines,
Benzoxazines,Pyrrolines,
Benzoxepines,Pyrrolines,
Bi- and oligothiophenes,Pyrrolines,
Carboximidic acids and derivatives,Pyrrolines,
Carboxylic acids and derivatives,Pyrrolines,
Cinnamic acids and derivatives,Pyrrolines,
Coumarins and derivatives,Pyrrolines,
Cycloheptapyrans,Pyrrolines,
Daphniphylline-type alkaloids,Pyrrolines,
Depsides and depsidones,Pyrrolines,
Diarylheptanoids,Pyrrolines,
Diazanaphthalenes,Pyrrolines,
Diazines,Pyrrolines,
Dibenzylbutane lignans,Pyrrolines,
Dihydrofurans,Pyrrolines,
Dihydroisoquinolines,Pyrrolines,
Dioxanes,Pyrrolines,
Ergoline and derivatives,Pyrrolines,
Fatty Acyls,Pyrrolines,
Flavonoids,Pyrrolines,
Fluorenes,Pyrrolines,
Furanoid lignans,Pyrrolines,
Furans,Pyrrolines,
Furofurans,Pyrrolines,
Furopyrans,Pyrrolines,
Gelsemium alkaloids,Pyrrolines,
Glycerolipids,Pyrrolines,
Glycerophospholipids,Pyrrolines,
Harmala alkaloids,Pyrrolines,
Heteroaromatic compounds,Pyrrolines,
Hydroxy acids and derivatives,Pyrrolines,
Imidazodiazepines,Pyrrolines,
Imidazopyrimidines,Pyrrolines,
Indanes,Pyrrolines,
Indoles and derivatives,Pyrrolines,
Indolizidines,Pyrrolines,
Indolonaphthyridine alkaloids,Pyrrolines,
Isobenzofurans,Pyrrolines,
Isocoumarans,Pyrrolines,
Isocoumarins and derivatives,Pyrrolines,
Isoflavonoids,Pyrrolines,
Isoindoles and derivatives,Pyrrolines,
Isoquinolines and derivatives,Pyrrolines,
Keto acids and derivatives,Pyrrolines,
Lactams,Pyrrolines,
Lactones,Pyrrolines,
"Linear 1,3-diarylpropanoids",Pyrrolines,
Lupin alkaloids,Pyrrolines,
Macrolactams,Pyrrolines,
Macrolide lactams,Pyrrolines,
Macrolides and analogues,Pyrrolines,
Naphthacenes,Pyrrolines,
Naphthalenes,Pyrrolines,
Naphthofurans,Pyrrolines,
Naphthopyrans,Pyrrolines,
Neoflavonoids,Pyrrolines,
Organic carbonic acids and derivatives,Pyrrolines,
Organic oxides,Pyrrolines,
Organic phosphonic acids and derivatives,Pyrrolines,
Organic phosphoric acids and derivatives,Pyrrolines,
Organic sulfonic acids and derivatives,Pyrrolines,
Organic sulfuric acids and derivatives,Pyrrolines,
Organochlorides,Pyrrolines,
Organonitrogen compounds,Pyrrolines,
Organooxygen compounds,Pyrrolines,
Other mixed metal/non-metal oxoanionic compounds,Pyrrolines,
Oxanes,Pyrrolines,
Oxepanes,Pyrrolines,
Oxocins,Pyrrolines,
Peptidomimetics,Pyrrolines,
Perylenequinones,Pyrrolines,
Phenanthrenes and derivatives,Pyrrolines,
Phenol esters,Pyrrolines,
Phenol ethers,Pyrrolines,
Phenols,Pyrrolines,
Phenylpropanoic acids,Pyrrolines,
Piperidines,Pyrrolines,
Plumeran-type alkaloids,Pyrrolines,
Polycyclic hydrocarbons,Pyrrolines,
Prenol lipids,Pyrrolines,
Processing_1,Pyrrolines,
Processing_2,Pyrrolines,
Processing_3,Pyrrolines,
Processing_4,Pyrrolines,
Pteridines and derivatives,Pyrrolines,
Purine nucleosides,Pyrrolines,
Pyrans,Pyrrolines,
Pyridines and derivatives,Pyrrolines,
Pyridopyrimidines,Pyrrolines,
Pyrimidine nucleosides,Pyrrolines,
Pyrroles,Pyrrolines,
Pyrrolidines,Pyrrolines,
Pyrrolines,Pyrrolines,
Pyrrolizidines,Pyrrolines,
Pyrrolizines,Pyrrolines,
Quinolines and derivatives,Pyrrolines,
Quinolizidines,Pyrrolines,
Quinolizines,Pyrrolines,
Saccharolipids,Pyrrolines,
"Saxitoxins, gonyautoxins, and derivatives",Pyrrolines,
Sphingolipids,Pyrrolines,
Steroids and steroid derivatives,Pyrrolines,
Stilbenes,Pyrrolines,
Strychnos alkaloids,Pyrrolines,
Sulfoxides,Pyrrolines,
Tannins,Pyrrolines,
Tetrahydrofurans,Pyrrolines,
Tetrahydroisoquinolines,Pyrrolines,
Tetralins,Pyrrolines,
Tetrapyrroles and derivatives,Pyrrolines,
Thiazinanes,Pyrrolines,
Thiosulfinic acid esters,Pyrrolines,
Trithiolanes,Pyrrolines,
Tropane alkaloids,Pyrrolines,
Tropones,Pyrrolines,
Unclassified,Pyrrolines,
Unsaturated hydrocarbons,Pyrrolines,
Vinylogous acids,Pyrrolines,
2-arylbenzofuran flavonoids,"Saxitoxins, gonyautoxins, and derivatives",
5'-deoxyribonucleosides,"Saxitoxins, gonyautoxins, and derivatives",
Acenaphthylenes,"Saxitoxins, gonyautoxins, and derivatives",
Acyl halides,"Saxitoxins, gonyautoxins, and derivatives",
"Allyl-type 1,3-dipolar organic compounds","Saxitoxins, gonyautoxins, and derivatives",
Amaryllidaceae alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Angucyclines,"Saxitoxins, gonyautoxins, and derivatives",
Anthracenes,"Saxitoxins, gonyautoxins, and derivatives",
Aporphines,"Saxitoxins, gonyautoxins, and derivatives",
Arylnaphthalene lignans,"Saxitoxins, gonyautoxins, and derivatives",
Aryltetralin lignans,"Saxitoxins, gonyautoxins, and derivatives",
Aspidofractine alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Aspidospermatan-type alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Azaphilones,"Saxitoxins, gonyautoxins, and derivatives",
Azaspirodecane derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Azepanes,"Saxitoxins, gonyautoxins, and derivatives",
Azepines,"Saxitoxins, gonyautoxins, and derivatives",
Azetidines,"Saxitoxins, gonyautoxins, and derivatives",
Azoles,"Saxitoxins, gonyautoxins, and derivatives",
Azolidines,"Saxitoxins, gonyautoxins, and derivatives",
Benzazepines,"Saxitoxins, gonyautoxins, and derivatives",
Benzene and substituted derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Benzodiazepines,"Saxitoxins, gonyautoxins, and derivatives",
Benzodioxoles,"Saxitoxins, gonyautoxins, and derivatives",
Benzofurans,"Saxitoxins, gonyautoxins, and derivatives",
Benzophenanthridine alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Benzopyrans,"Saxitoxins, gonyautoxins, and derivatives",
Benzothiazoles,"Saxitoxins, gonyautoxins, and derivatives",
Benzoxazines,"Saxitoxins, gonyautoxins, and derivatives",
Benzoxepines,"Saxitoxins, gonyautoxins, and derivatives",
Bi- and oligothiophenes,"Saxitoxins, gonyautoxins, and derivatives",
Carboximidic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Carboxylic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Cinnamic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Coumarins and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Cycloheptapyrans,"Saxitoxins, gonyautoxins, and derivatives",
Daphniphylline-type alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Depsides and depsidones,"Saxitoxins, gonyautoxins, and derivatives",
Diarylheptanoids,"Saxitoxins, gonyautoxins, and derivatives",
Diazanaphthalenes,"Saxitoxins, gonyautoxins, and derivatives",
Diazines,"Saxitoxins, gonyautoxins, and derivatives",
Dibenzylbutane lignans,"Saxitoxins, gonyautoxins, and derivatives",
Dihydrofurans,"Saxitoxins, gonyautoxins, and derivatives",
Dihydroisoquinolines,"Saxitoxins, gonyautoxins, and derivatives",
Dioxanes,"Saxitoxins, gonyautoxins, and derivatives",
Ergoline and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Fatty Acyls,"Saxitoxins, gonyautoxins, and derivatives",
Flavonoids,"Saxitoxins, gonyautoxins, and derivatives",
Fluorenes,"Saxitoxins, gonyautoxins, and derivatives",
Furanoid lignans,"Saxitoxins, gonyautoxins, and derivatives",
Furans,"Saxitoxins, gonyautoxins, and derivatives",
Furofurans,"Saxitoxins, gonyautoxins, and derivatives",
Furopyrans,"Saxitoxins, gonyautoxins, and derivatives",
Gelsemium alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Glycerolipids,"Saxitoxins, gonyautoxins, and derivatives",
Glycerophospholipids,"Saxitoxins, gonyautoxins, and derivatives",
Harmala alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Heteroaromatic compounds,"Saxitoxins, gonyautoxins, and derivatives",
Hydroxy acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Imidazodiazepines,"Saxitoxins, gonyautoxins, and derivatives",
Imidazopyrimidines,"Saxitoxins, gonyautoxins, and derivatives",
Indanes,"Saxitoxins, gonyautoxins, and derivatives",
Indoles and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Indolizidines,"Saxitoxins, gonyautoxins, and derivatives",
Indolonaphthyridine alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Isobenzofurans,"Saxitoxins, gonyautoxins, and derivatives",
Isocoumarans,"Saxitoxins, gonyautoxins, and derivatives",
Isocoumarins and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Isoflavonoids,"Saxitoxins, gonyautoxins, and derivatives",
Isoindoles and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Isoquinolines and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Keto acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Lactams,"Saxitoxins, gonyautoxins, and derivatives",
Lactones,"Saxitoxins, gonyautoxins, and derivatives",
"Linear 1,3-diarylpropanoids","Saxitoxins, gonyautoxins, and derivatives",
Lupin alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Macrolactams,"Saxitoxins, gonyautoxins, and derivatives",
Macrolide lactams,"Saxitoxins, gonyautoxins, and derivatives",
Macrolides and analogues,"Saxitoxins, gonyautoxins, and derivatives",
Naphthacenes,"Saxitoxins, gonyautoxins, and derivatives",
Naphthalenes,"Saxitoxins, gonyautoxins, and derivatives",
Naphthofurans,"Saxitoxins, gonyautoxins, and derivatives",
Naphthopyrans,"Saxitoxins, gonyautoxins, and derivatives",
Neoflavonoids,"Saxitoxins, gonyautoxins, and derivatives",
Organic carbonic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Organic oxides,"Saxitoxins, gonyautoxins, and derivatives",
Organic phosphonic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Organic phosphoric acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Organic sulfonic acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Organic sulfuric acids and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Organochlorides,"Saxitoxins, gonyautoxins, and derivatives",
Organonitrogen compounds,"Saxitoxins, gonyautoxins, and derivatives",
Organooxygen compounds,"Saxitoxins, gonyautoxins, and derivatives",
Other mixed metal/non-metal oxoanionic compounds,"Saxitoxins, gonyautoxins, and derivatives",
Oxanes,"Saxitoxins, gonyautoxins, and derivatives",
Oxepanes,"Saxitoxins, gonyautoxins, and derivatives",
Oxocins,"Saxitoxins, gonyautoxins, and derivatives",
Peptidomimetics,"Saxitoxins, gonyautoxins, and derivatives",
Perylenequinones,"Saxitoxins, gonyautoxins, and derivatives",
Phenanthrenes and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Phenol esters,"Saxitoxins, gonyautoxins, and derivatives",
Phenol ethers,"Saxitoxins, gonyautoxins, and derivatives",
Phenols,"Saxitoxins, gonyautoxins, and derivatives",
Phenylpropanoic acids,"Saxitoxins, gonyautoxins, and derivatives",
Piperidines,"Saxitoxins, gonyautoxins, and derivatives",
Plumeran-type alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Polycyclic hydrocarbons,"Saxitoxins, gonyautoxins, and derivatives",
Prenol lipids,"Saxitoxins, gonyautoxins, and derivatives",
Processing_1,"Saxitoxins, gonyautoxins, and derivatives",
Processing_2,"Saxitoxins, gonyautoxins, and derivatives",
Processing_3,"Saxitoxins, gonyautoxins, and derivatives",
Processing_4,"Saxitoxins, gonyautoxins, and derivatives",
Pteridines and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Purine nucleosides,"Saxitoxins, gonyautoxins, and derivatives",
Pyrans,"Saxitoxins, gonyautoxins, and derivatives",
Pyridines and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Pyridopyrimidines,"Saxitoxins, gonyautoxins, and derivatives",
Pyrimidine nucleosides,"Saxitoxins, gonyautoxins, and derivatives",
Pyrroles,"Saxitoxins, gonyautoxins, and derivatives",
Pyrrolidines,"Saxitoxins, gonyautoxins, and derivatives",
Pyrrolines,"Saxitoxins, gonyautoxins, and derivatives",
Pyrrolizidines,"Saxitoxins, gonyautoxins, and derivatives",
Pyrrolizines,"Saxitoxins, gonyautoxins, and derivatives",
Quinolines and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Quinolizidines,"Saxitoxins, gonyautoxins, and derivatives",
Quinolizines,"Saxitoxins, gonyautoxins, and derivatives",
Saccharolipids,"Saxitoxins, gonyautoxins, and derivatives",
"Saxitoxins, gonyautoxins, and derivatives","Saxitoxins, gonyautoxins, and derivatives",
Sphingolipids,"Saxitoxins, gonyautoxins, and derivatives",
Steroids and steroid derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Stilbenes,"Saxitoxins, gonyautoxins, and derivatives",
Strychnos alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Sulfoxides,"Saxitoxins, gonyautoxins, and derivatives",
Tannins,"Saxitoxins, gonyautoxins, and derivatives",
Tetrahydrofurans,"Saxitoxins, gonyautoxins, and derivatives",
Tetrahydroisoquinolines,"Saxitoxins, gonyautoxins, and derivatives",
Tetralins,"Saxitoxins, gonyautoxins, and derivatives",
Tetrapyrroles and derivatives,"Saxitoxins, gonyautoxins, and derivatives",
Thiazinanes,"Saxitoxins, gonyautoxins, and derivatives",
Thiosulfinic acid esters,"Saxitoxins, gonyautoxins, and derivatives",
Trithiolanes,"Saxitoxins, gonyautoxins, and derivatives",
Tropane alkaloids,"Saxitoxins, gonyautoxins, and derivatives",
Tropones,"Saxitoxins, gonyautoxins, and derivatives",
Unclassified,"Saxitoxins, gonyautoxins, and derivatives",
Unsaturated hydrocarbons,"Saxitoxins, gonyautoxins, and derivatives",
Vinylogous acids,"Saxitoxins, gonyautoxins, and derivatives",
2-arylbenzofuran flavonoids,Tannins,
5'-deoxyribonucleosides,Tannins,
Acenaphthylenes,Tannins,
Acyl halides,Tannins,
"Allyl-type 1,3-dipolar organic compounds",Tannins,
Amaryllidaceae alkaloids,Tannins,
Angucyclines,Tannins,
Anthracenes,Tannins,
Aporphines,Tannins,
Arylnaphthalene lignans,Tannins,
Aryltetralin lignans,Tannins,
Aspidofractine alkaloids,Tannins,
Aspidospermatan-type alkaloids,Tannins,
Azaphilones,Tannins,
Azaspirodecane derivatives,Tannins,
Azepanes,Tannins,
Azepines,Tannins,
Azetidines,Tannins,
Azoles,Tannins,
Azolidines,Tannins,
Benzazepines,Tannins,
Benzene and substituted derivatives,Tannins,
Benzodiazepines,Tannins,
Benzodioxoles,Tannins,
Benzofurans,Tannins,
Benzophenanthridine alkaloids,Tannins,
Benzopyrans,Tannins,
Benzothiazoles,Tannins,
Benzoxazines,Tannins,
Benzoxepines,Tannins,
Bi- and oligothiophenes,Tannins,
Carboximidic acids and derivatives,Tannins,
Carboxylic acids and derivatives,Tannins,
Cinnamic acids and derivatives,Tannins,
Coumarins and derivatives,Tannins,
Cycloheptapyrans,Tannins,
Daphniphylline-type alkaloids,Tannins,
Depsides and depsidones,Tannins,
Diarylheptanoids,Tannins,
Diazanaphthalenes,Tannins,
Diazines,Tannins,
Dibenzylbutane lignans,Tannins,
Dihydrofurans,Tannins,
Dihydroisoquinolines,Tannins,
Dioxanes,Tannins,
Ergoline and derivatives,Tannins,
Fatty Acyls,Tannins,
Flavonoids,Tannins,
Fluorenes,Tannins,
Furanoid lignans,Tannins,
Furans,Tannins,
Furofurans,Tannins,
Furopyrans,Tannins,
Gelsemium alkaloids,Tannins,
Glycerolipids,Tannins,
Glycerophospholipids,Tannins,
Harmala alkaloids,Tannins,
Heteroaromatic compounds,Tannins,
Hydroxy acids and derivatives,Tannins,
Imidazodiazepines,Tannins,
Imidazopyrimidines,Tannins,
Indanes,Tannins,
Indoles and derivatives,Tannins,
Indolizidines,Tannins,
Indolonaphthyridine alkaloids,Tannins,
Isobenzofurans,Tannins,
Isocoumarans,Tannins,
Isocoumarins and derivatives,Tannins,
Isoflavonoids,Tannins,
Isoindoles and derivatives,Tannins,
Isoquinolines and derivatives,Tannins,
Keto acids and derivatives,Tannins,
Lactams,Tannins,
Lactones,Tannins,
"Linear 1,3-diarylpropanoids",Tannins,
Lupin alkaloids,Tannins,
Macrolactams,Tannins,
Macrolide lactams,Tannins,
Macrolides and analogues,Tannins,
Naphthacenes,Tannins,
Naphthalenes,Tannins,
Naphthofurans,Tannins,
Naphthopyrans,Tannins,
Neoflavonoids,Tannins,
Organic carbonic acids and derivatives,Tannins,
Organic oxides,Tannins,
Organic phosphonic acids and derivatives,Tannins,
